"ID","SKU","Name (AR/EN)","Categories","Stock Status","Regular Price (SAR)","Sale Price (SAR)","Current Price (SAR)","Images","Permalink"
"3059","NG-ENT-008","APC Smart-UPS 1500VA LCD RM 2U (SMT1500RMI2U) - Pure Sine Wave Rack UPS","Homelab | هوم لاب","instock","4899","","4899","https://neogen.store/wp-content/uploads/NG-ENT-008.jpg?wsr","https://neogen.store/product/apc-smart-ups-1500va-lcd-rm-2u-smt1500rmi2u-pure-sine-wave-rack-ups/"
"3058","NG-ENT-007","MikroTik CRS326-24G-2S+RM 24-Port Managed Gigabit Switch with 10G SFP+","Homelab | هوم لاب","instock","1649","","1649","https://neogen.store/wp-content/uploads/NG-ENT-007.jpg?wsr","https://neogen.store/product/mikrotik-crs326-24g-2srm-24-port-managed-gigabit-switch-with-10g-sfp/"
"3057","NG-ENT-006","Synology DiskStation DS1621+ 6-Bay NAS - Enterprise Storage Powerhouse","Homelab | هوم لاب","instock","5599","","5599","https://neogen.store/wp-content/uploads/NG-ENT-006.jpg?wsr","https://neogen.store/product/synology-diskstation-ds1621-6-bay-nas-enterprise-storage-powerhouse/"
"3056","NG-ACC-005","Flipper Zero - The Ultimate Multi-Tool for Geeks and Cyber-Research","Accessories &amp; Lifestyle | إكسسوارات","instock","1799","","1799","https://neogen.store/wp-content/uploads/NG-ACC-005.jpg?wsr","https://neogen.store/product/flipper-zero-the-ultimate-multi-tool-for-geeks-and-cyber-research/"
"3055","NG-ACC-004","Seagate IronWolf 18TB NAS Internal Hard Drive - Built for 24/7 Performance","Hardware | أجهزة PC","instock","3109","2699","2699","https://neogen.store/wp-content/uploads/NG-ACC-004.jpg?wsr","https://neogen.store/product/seagate-ironwolf-18tb-nas-internal-hard-drive-built-for-24-7-performance/"
"3054","NG-ACC-003","Mark Ryden Anti-theft Laptop Backpack - Maximum Protection for Your Tech","Accessories &amp; Lifestyle | إكسسوارات","instock","479","409","409","https://neogen.store/wp-content/uploads/NG-ACC-003.jpg?wsr","https://neogen.store/product/mark-ryden-anti-theft-laptop-backpack-maximum-protection-for-your-tech/"
"3053","NG-ACC-002","Anker 735 GaN 65W Charger - Compact 3-Port Fast Charger","Accessories &amp; Lifestyle | إكسسوارات","instock","379","","379","https://neogen.store/wp-content/uploads/NG-ACC-002.jpg?wsr","https://neogen.store/product/anker-735-gan-65w-charger-compact-3-port-fast-charger/"
"3052","NG-ACC-001","Baseus Blade 100W Power Bank - Ultra-Slim Laptop Portable Charger","Accessories &amp; Lifestyle | إكسسوارات","instock","499","","499","https://neogen.store/wp-content/uploads/NG-ACC-001.jpg?wsr","https://neogen.store/product/baseus-blade-100w-power-bank-ultra-slim-laptop-portable-charger/"
"3051","NG-MKR-005","Elgato Stream Deck MK.2 - Professional Productivity Console with 15 LCD Keys","Enthusiasts &amp; Gamers | هواة التقنية","instock","1439","1249","1249","https://neogen.store/wp-content/uploads/NG-MKR-005.jpg?wsr","https://neogen.store/product/elgato-stream-deck-mk-2-professional-productivity-console-with-15-lcd-keys/"
"3050","NG-MKR-004","Meta Quest 3 128GB - The Most Powerful Mixed Reality Headset","Enthusiasts &amp; Gamers | هواة التقنية","instock","3299","","3299","https://neogen.store/wp-content/uploads/NG-MKR-004.jpg?wsr","https://neogen.store/product/meta-quest-3-128gb-the-most-powerful-mixed-reality-headset/"
"3049","NG-MKR-003","Keychron Q1 - Premium Full Aluminum Custom Mechanical Keyboard","Enthusiasts &amp; Gamers | هواة التقنية","instock","1449","","1449","https://neogen.store/wp-content/uploads/NG-MKR-003.jpg?wsr","https://neogen.store/product/keychron-q1-premium-full-aluminum-custom-mechanical-keyboard/"
"3048","NG-MKR-002","Raspberry Pi 5 Ultimate Starter Kit - Everything You Need in One Box","Hardware | أجهزة PC","instock","1329","1149","1149","https://neogen.store/wp-content/uploads/NG-MKR-002.jpg?wsr","https://neogen.store/product/raspberry-pi-5-ultimate-starter-kit-everything-you-need-in-one-box/"
"3047","NG-MKR-001","Raspberry Pi 5 8GB - The New Standard in Single Board Computing","Hardware | أجهزة PC","instock","1039","899","899","https://neogen.store/wp-content/uploads/NG-MKR-001.jpg?wsr","https://neogen.store/product/raspberry-pi-5-8gb-the-new-standard-in-single-board-computing/"
"3046","NG-SH-005","Sonoff TX Ultimate (T5) Smart Wall Switch - Interactive Elegance with RGB","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","309","269","269","https://neogen.store/wp-content/uploads/NG-SH-005.jpg?wsr","https://neogen.store/product/sonoff-tx-ultimate-t5-smart-wall-switch-interactive-elegance-with-rgb/"
"3045","NG-SH-004","Aqara Water Leak Sensor - Safeguard Your Home from Water Damage","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","259","219","219","https://neogen.store/wp-content/uploads/NG-SH-004.jpg?wsr","https://neogen.store/product/aqara-water-leak-sensor-safeguard-your-home-from-water-damage/"
"3044","NG-SH-003","Broadlink RM4 Pro - Universal Smart Remote for IR &amp; RF Devices","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","359","","359","https://neogen.store/wp-content/uploads/NG-SH-003.jpg?wsr","https://neogen.store/product/broadlink-rm4-pro-universal-smart-remote-for-ir-rf-devices/"
"3043","NG-SH-002","UniFi Protect G4 Pro Camera - 4K Ultra HD Surveillance Excellence","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","2899","","2899","https://neogen.store/wp-content/uploads/NG-SH-002.jpg?wsr","https://neogen.store/product/unifi-protect-g4-pro-camera-4k-ultra-hd-surveillance-excellence/"
"3042","NG-SH-001","Aqara Smart Door Lock A100 - Elite Security with Apple HomeKey Support","Smart Home &amp; IoT | أتمتة المنزل الذكي","instock","1649","","1649","https://neogen.store/wp-content/uploads/NG-SH-001.jpg?wsr","https://neogen.store/product/aqara-smart-door-lock-a100-elite-security-with-apple-homekey-support/"
"3041","NG-ENT-005","Asustor Flashstor 6 (FS6706T) - All-NVMe SSD NAS for Extreme Performance","Homelab | هوم لاب","instock","3099","","3099","https://neogen.store/wp-content/uploads/NG-ENT-005.jpg?wsr","https://neogen.store/product/asustor-flashstor-6-fs6706t-all-nvme-ssd-nas-for-extreme-performance/"
"3040","NG-ENT-004","UniFi 6 Long-Range (U6-LR) - High-Performance WiFi 6 Access Point","Homelab | هوم لاب","instock","1649","","1649","https://neogen.store/wp-content/uploads/NG-ENT-004.jpg?wsr","https://neogen.store/product/unifi-6-long-range-u6-lr-high-performance-wifi-6-access-point/"
"3039","NG-ENT-003","Ubiquiti UniFi Dream Machine Pro (UDM-Pro) - All-in-One Enterprise Network Console","Homelab | هوم لاب","instock","3569","3099","3099","https://neogen.store/wp-content/uploads/NG-ENT-003.jpg?wsr","https://neogen.store/product/ubiquiti-unifi-dream-machine-pro-udm-pro-all-in-one-enterprise-network-console/"
"3038","NG-ENT-002","Asustor Lockerstor 4 (AS6604T) - Professional 4-Bay NAS for Creators","Homelab | هوم لاب","instock","3099","","3099","","https://neogen.store/product/asustor-lockerstor-4-as6604t-professional-4-bay-nas-for-creators/"
"3037","NG-ENT-001","Dell PowerEdge R730 Refurbished Server - Enterprise Power, Smart Investment","Homelab | هوم لاب","instock","8099","","8099","https://neogen.store/wp-content/uploads/NG-ENT-001.jpg?wsr","https://neogen.store/product/dell-poweredge-r730-refurbished-server-enterprise-power-smart-investment/"
